fecha_analisis,fixture_id,partido,competicion,mercado,lado,odds,modelo_prob,implied_prob,edge,ev_pct,metodo,resultado
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco Belgrano Cordoba O/U 3.5,Under/No,2.37,0.4350,0.3920,0.0430,0.0309,v3,W
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco Aldosivi O/U 3.5,Under/No,1.36,0.7122,0.6880,0.0242,-0.0314,v3,L
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Goles tot. O/U 0.5,Under/No,7.00,0.1628,0.1360,0.0268,0.1393,v3,L
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco Aldosivi O/U 4.5,Under/No,1.14,0.8627,0.8140,0.0487,-0.0165,v3,W
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco Aldosivi O/U 2.5,Under/No,1.83,0.4870,0.5000,-0.0130,-0.1089,v3,L
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,1X2 -> Empate,,3.50,0.2784,0.2700,0.0084,-0.0257,v3,L
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Goles Aldosivi O/U 0.5,Under/No,1.73,0.6348,0.5360,0.0988,0.0982,v3,W
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Tiros Aldosivi O/U 11.5,Over/Si,2.62,0.3658,0.3550,0.0108,-0.0416,v3,L
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco Belgrano Cordoba O/U 2.5,Under/No,4.00,0.2400,0.2340,0.0060,-0.0399,v3,W
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Goles tot. O/U 4.5,Under/No,1.05,0.9629,0.9130,0.0499,0.0111,v3,W
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Arco Aldosivi O/U 1.5,Under/No,3.40,0.2450,0.2770,-0.0320,-0.1671,v3,L
2026-04-10 14:19,1492014,Belgrano Cordoba vs Aldosivi,Liga Profesional,Goles Aldosivi O/U 1.5,Under/No,1.10,0.9225,0.8640,0.0585,0.0148,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros Boca Juniors O/U 9.5,Under/No,3.75,0.4385,0.2500,0.1885,0.6442,v3,L
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros Boca Juniors O/U 8.5,Under/No,5.00,0.3641,0.1860,0.1781,0.8207,v3,L
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros Boca Juniors O/U 10.5,Under/No,2.75,0.5113,0.3370,0.1743,0.4060,v3,L
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros tot. O/U 19.5,Under/No,3.75,0.4498,0.2500,0.1998,0.6867,v3,L
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros Boca Juniors O/U 7.5,Under/No,7.00,0.2968,0.1340,0.1628,1.0776,v3,L
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros Boca Juniors O/U 11.5,Under/No,2.25,0.5837,0.4110,0.1727,0.3132,v3,L
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros tot. O/U 17.5,Under/No,6.50,0.3259,0.1450,0.1809,1.1183,v3,L
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros tot. O/U 21.5,Under/No,2.37,0.5763,0.3920,0.1843,0.3659,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros Boca Juniors O/U 12.5,Under/No,1.83,0.6539,0.5000,0.1539,0.1967,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros tot. O/U 23.5,Under/No,1.72,0.6974,0.5380,0.1594,0.1995,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros Boca Juniors O/U 13.5,Under/No,1.57,0.7183,0.5890,0.1293,0.1278,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco Boca Juniors O/U 4.5,Under/No,1.57,0.7170,0.5890,0.1280,0.1257,v3,L
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco tot. O/U 6.5,Under/No,2.62,0.5161,0.3550,0.1611,0.3522,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco tot. O/U 7.5,Under/No,1.83,0.6618,0.5000,0.1618,0.2110,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros tot. O/U 25.5,Under/No,1.40,0.7964,0.6630,0.1334,0.1149,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco Boca Juniors O/U 3.5,Under/No,2.20,0.5278,0.4230,0.1048,0.1612,v3,L
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco tot. O/U 8.5,Under/No,1.50,0.7841,0.6250,0.1591,0.1762,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Corners Boca Juniors O/U 4.5,Under/No,3.00,0.4673,0.3750,0.0923,0.4020,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco Boca Juniors O/U 5.5,Under/No,1.28,0.8525,0.7320,0.1205,0.0912,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco tot. O/U 9.5,Under/No,1.28,0.8717,0.7320,0.1397,0.1158,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco tot. O/U 5.5,Under/No,4.00,0.3609,0.2340,0.1269,0.4437,v3,L
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Corners Boca Juniors O/U 5.5,Under/No,1.90,0.6405,0.5680,0.0725,0.2170,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Corners Boca Juniors O/U 3.5,Under/No,5.00,0.2871,0.2140,0.0731,0.4353,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Corners Boca Juniors O/U 6.5,Under/No,1.50,0.7852,0.7060,0.0792,0.1778,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco Boca Juniors O/U 2.5,Under/No,3.75,0.3114,0.2500,0.0614,0.1679,v3,L
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Corners Independiente O/U 4.5,Over/Si,2.62,0.4027,0.4200,-0.0173,0.0552,v3,L
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco tot. O/U 10.5,Under/No,1.14,0.9310,0.8140,0.1170,0.0614,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Tiros tot. O/U 27.5,Under/No,1.20,0.8745,0.7830,0.0915,0.0494,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Goles Independiente O/U 0.5,Under/No,2.50,0.5492,0.3750,0.1742,0.3729,v3,L
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Goles Independiente O/U 1.5,Under/No,1.28,0.8780,0.7320,0.1460,0.1238,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Corners Independiente O/U 5.5,Over/Si,4.00,0.2399,0.2650,-0.0251,-0.0402,v3,L
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,BTTS,Under/No,1.70,0.6851,0.5470,0.1381,0.1647,v3,L
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco tot. O/U 4.5,Under/No,6.50,0.2182,0.1450,0.0732,0.4180,v3,L
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco tot. O/U 11.5,Under/No,1.07,0.9648,0.8750,0.0898,0.0324,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,1X2 -> Boca Juniors gana,,2.50,0.5014,0.3780,0.1234,0.2534,v3,L
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Corners Independiente O/U 3.5,Over/Si,1.80,0.5949,0.6330,-0.0381,0.0709,v3,L
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco Independiente O/U 5.5,Under/No,1.14,0.9173,0.8140,0.1033,0.0457,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco Independiente O/U 4.5,Under/No,1.33,0.8144,0.7100,0.1044,0.0831,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Goles tot. O/U 2.5,Under/No,1.48,0.7344,0.6370,0.0974,0.0869,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco Independiente O/U 3.5,Under/No,1.72,0.6429,0.5380,0.1049,0.1058,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Goles tot. O/U 3.5,Under/No,1.17,0.8911,0.8100,0.0811,0.0426,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Goles tot. O/U 1.5,Under/No,2.50,0.4656,0.3750,0.0906,0.1641,v3,L
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Goles Independiente O/U 2.5,Under/No,1.05,0.9769,0.9130,0.0639,0.0258,v3,W
2026-04-11 18:20,1492015,Boca Juniors vs Independiente,Liga Profesional,Arco Boca Juniors O/U 1.5,Under/No,7.50,0.1301,0.1250,0.0051,-0.0239,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles tot. O/U 1.5,Under/No,2.10,0.6770,0.4410,0.2360,0.4216,v3,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles Instituto Cordoba O/U 0.5,Under/No,2.25,0.7020,0.4110,0.2910,0.5795,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Instituto Cordoba O/U 4.5,Under/No,2.00,0.8728,0.4620,0.4108,0.7455,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles tot. O/U 0.5,Under/No,5.00,0.3130,0.1880,0.1250,0.5652,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Instituto Cordoba O/U 3.5,Under/No,3.25,0.7303,0.2900,0.4403,1.3733,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,BTTS,Under/No,1.50,0.8355,0.6250,0.2105,0.2532,v3,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Instituto Cordoba O/U 5.5,Under/No,1.53,0.9489,0.6080,0.3409,0.4518,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 12.5,Under/No,1.61,0.7035,0.5770,0.1265,0.1326,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles Deportivo Riestra O/U 0.5,Under/No,2.37,0.4465,0.3920,0.0545,0.0582,v3,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 13.5,Under/No,1.40,0.7813,0.6630,0.1183,0.0938,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles tot. O/U 2.5,Under/No,1.33,0.8869,0.7190,0.1679,0.1795,v3,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 11.5,Under/No,1.83,0.6158,0.5000,0.1158,0.1270,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 10.5,Under/No,2.37,0.5176,0.3920,0.1256,0.2268,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 14.5,Under/No,1.28,0.8461,0.7320,0.1141,0.0830,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,1X2 -> Empate,,2.70,0.4082,0.3490,0.0592,0.1020,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Instituto Cordoba O/U 6.5,Under/No,1.25,0.9817,0.7500,0.2317,0.2272,v3,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles Instituto Cordoba O/U 1.5,Under/No,1.22,0.9520,0.7660,0.1860,0.1614,v3,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 15.5,Under/No,1.20,0.8964,0.7830,0.1134,0.0757,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Instituto Cordoba O/U 2.5,Under/No,5.50,0.5170,0.1690,0.3480,1.8435,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles Deportivo Riestra O/U 1.5,Under/No,1.25,0.8042,0.7500,0.0542,0.0052,v3,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 9.5,Under/No,3.00,0.4208,0.3120,0.1088,0.2625,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros tot. O/U 23.5,Under/No,1.80,0.6322,0.5140,0.1182,0.1380,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros tot. O/U 21.5,Under/No,2.50,0.4840,0.3750,0.1090,0.2101,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 16.5,Under/No,1.12,0.9335,0.8310,0.1025,0.0455,v3,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco tot. O/U 8.5,Under/No,1.83,0.8250,0.5000,0.3250,0.5097,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros tot. O/U 25.5,Under/No,1.40,0.7629,0.6630,0.0999,0.0681,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros tot. O/U 19.5,Under/No,3.75,0.3395,0.2500,0.0895,0.2731,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco tot. O/U 9.5,Under/No,1.50,0.9016,0.6250,0.2766,0.3524,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco tot. O/U 7.5,Under/No,2.50,0.7136,0.3750,0.3386,0.7840,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Deportivo Riestra O/U 2.5,Over/Si,1.40,0.6984,0.6630,0.0354,-0.0222,v3,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles tot. O/U 3.5,Under/No,1.10,0.9705,0.8640,0.1065,0.0675,v3,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Deportivo Riestra O/U 3.5,Over/Si,1.90,0.4868,0.4860,0.0008,-0.0750,v3,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco tot. O/U 10.5,Under/No,1.28,0.9491,0.7320,0.2171,0.2149,v3,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 8.5,Under/No,4.00,0.3298,0.2340,0.0958,0.3194,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros tot. O/U 17.5,Under/No,6.50,0.2127,0.1450,0.0677,0.3824,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros tot. O/U 27.5,Under/No,1.20,0.8642,0.7830,0.0812,0.0370,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Deportivo Riestra O/U 4.5,Over/Si,3.00,0.2933,0.3120,-0.0187,-0.1200,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco tot. O/U 11.5,Under/No,1.14,0.9765,0.8140,0.1625,0.1133,v3,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco tot. O/U 6.5,Under/No,3.50,0.5713,0.2680,0.3033,0.9994,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Deportivo Riestra O/U 1.5,Over/Si,1.12,0.8718,0.8310,0.0408,-0.0236,v3,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles Deportivo Riestra O/U 2.5,Under/No,1.05,0.9508,0.9130,0.0378,-0.0016,v3,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles Instituto Cordoba O/U 2.5,Under/No,1.04,0.9944,0.9260,0.0684,0.0342,v3,W
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Tiros Instituto Cordoba O/U 7.5,Under/No,5.50,0.2478,0.1690,0.0788,0.3630,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco tot. O/U 5.5,Under/No,5.50,0.4103,0.1690,0.2413,1.2565,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Arco Deportivo Riestra O/U 5.5,Over/Si,4.50,0.1543,0.2050,-0.0507,-0.3055,v3,L
2026-04-10 22:25,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Goles tot. O/U 4.5,Under/No,1.02,0.9939,0.9490,0.0449,0.0138,v3,W
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 5.5,Over/Si,2.60,0.5136,0.3560,0.1576,0.3353,v3,L
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 4.5,Over/Si,1.83,0.6789,0.5000,0.1789,0.2424,v3,W
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 6.5,Over/Si,4.00,0.3513,0.2340,0.1173,0.4051,v3,L
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 3.5,Over/Si,1.40,0.8250,0.6630,0.1620,0.1550,v3,W
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 7.5,Over/Si,6.00,0.2187,0.1560,0.0627,0.3123,v3,L
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 2.5,Over/Si,1.16,0.9258,0.8040,0.1218,0.0740,v3,W
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 8.5,Over/Si,10.00,0.1257,0.0950,0.0307,0.2568,v3,L
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 1.5,Over/Si,1.04,0.9776,0.9140,0.0636,0.0167,v3,W
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Instituto Cordoba O/U 9.5,Over/Si,15.00,0.0663,0.0640,0.0023,-0.0058,v3,L
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Deportivo Riestra O/U 5.5,Under/No,1.28,0.7450,0.7260,0.0190,-0.0465,v3,L
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Deportivo Riestra O/U 6.5,Under/No,1.12,0.8616,0.8310,0.0306,-0.0351,v3,L
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Deportivo Riestra O/U 7.5,Under/No,1.05,0.9326,0.8950,0.0376,-0.0207,v3,W
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Deportivo Riestra O/U 4.5,Under/No,1.57,0.5780,0.5890,-0.0110,-0.0925,v3,L
2026-04-10 22:33,1492017,Deportivo Riestra vs Instituto Cordoba,Liga Profesional,Corners Deportivo Riestra O/U 8.5,Under/No,1.03,0.9711,0.9360,0.0351,0.0002,v3,W
2026-04-11 17:38,1492018,Estudiantes L.P. vs Union Santa Fe,Liga Profesional,Arco Estudiantes L.P. O/U 5.5,Over/Si,3.25,0.4755,0.2900,0.1855,0.5454,v3,L
