fixture_id,fecha,liga_id,equipo_local_id,equipo_visitante_id,goles_local,goles_visitante,tiros_local,tiros_visitante,tiros_arco_local,tiros_arco_visitante,corners_local,corners_visitante,posesion_local,posesion_visitante,tarjetas_local,tarjetas_visitante,xg_local,xg_visitante,tiros_dentro_local,tiros_dentro_visitante,tiros_fuera_local,tiros_fuera_visitante,tiros_bloqueados_local,tiros_bloqueados_visitante,atajadas_local,atajadas_visitante,goles_prevenidos_local,goles_prevenidos_visitante
1037959,2023-08-13,140,533,543,1,2,18,12,5,5,9,4,63,37,1,3,0.91,1.05,12,6,6,6,7,5,3,4,,
1035046,2023-08-14,39,33,39,1,0,15,23,3,6,8,7,51,49,2,3,2.21,2.35,12,17,3,6,8,10,6,2,,
1037954,2023-08-14,140,530,715,3,1,14,7,6,4,3,3,45,55,3,1,2.42,0.94,11,5,3,2,2,3,3,3,,
1037961,2023-08-14,140,724,542,1,0,12,10,3,2,2,4,44,56,4,2,0.66,0.25,7,4,5,6,3,3,2,2,,
1035053,2023-08-18,39,65,62,2,1,16,7,4,3,6,7,50,50,2,3,1.39,0.5,9,4,7,3,5,1,2,2,,
1037964,2023-08-18,140,798,533,0,1,8,15,1,3,6,5,40,60,2,4,0.38,1.95,7,11,1,4,3,5,3,1,,
1037971,2023-08-18,140,532,534,1,0,9,7,4,1,6,4,39,61,0,0,1.54,0.52,8,2,1,5,3,2,1,3,,
1048881,2023-08-18,78,162,157,0,4,6,25,1,10,0,6,28,72,2,1,0.55,2.85,3,14,3,11,0,8,6,1,,
1035049,2023-08-19,39,36,55,0,3,10,17,2,8,5,5,55,45,5,2,0.46,3.93,4,15,6,2,4,2,5,2,,
1035050,2023-08-19,39,40,35,3,1,26,13,10,5,10,2,65,35,2,3,3.08,1.29,17,6,9,7,8,1,4,8,,
1035052,2023-08-19,39,50,34,1,0,14,7,4,1,3,0,60,40,1,5,1.08,0.29,10,4,4,3,7,4,1,3,,
1035054,2023-08-19,39,47,33,2,0,17,22,6,6,5,6,56,44,1,3,1.74,2.07,13,16,4,6,4,9,6,5,,
1035056,2023-08-19,39,39,51,1,4,16,16,5,8,5,3,46,54,6,6,2.14,2.22,12,11,4,5,5,3,4,4,,
1037962,2023-08-19,140,723,541,1,3,20,25,8,9,4,5,43,57,1,0,1.33,1.98,13,18,7,7,4,5,6,7,,
1037967,2023-08-19,140,727,531,0,2,18,8,7,2,5,3,62,38,2,6,1.28,1.56,11,5,7,3,6,2,0,7,,
1037969,2023-08-19,140,548,538,1,1,11,17,2,6,9,7,52,48,2,1,0.71,1.13,7,10,4,7,4,5,6,1,,
1048882,2023-08-19,78,165,192,1,0,13,11,2,4,6,3,67,33,1,0,2.06,1.25,10,6,3,5,5,2,4,1,,
1048884,2023-08-19,78,168,173,3,2,11,14,7,6,4,5,45,55,1,2,1.43,1.58,6,9,5,5,1,4,4,4,,
1048886,2023-08-19,78,161,180,2,0,18,14,8,1,1,7,48,52,3,0,2.18,1.18,14,9,4,5,3,7,1,6,,
1048887,2023-08-19,78,167,160,1,2,22,18,4,9,4,2,50,50,0,1,1.52,2.65,14,14,8,4,11,2,6,3,,
1048888,2023-08-19,78,170,163,4,4,20,10,7,6,8,7,56,44,1,2,2.25,1.6,12,8,8,2,6,1,1,3,,
1048889,2023-08-19,78,172,176,5,0,21,4,9,1,7,0,61,39,1,1,3.13,0.83,14,4,7,0,6,1,1,4,,
1052254,2023-08-19,135,511,504,0,1,10,10,4,4,2,4,47,53,2,2,0.7,0.51,4,6,6,4,1,1,3,4,,
1052255,2023-08-19,135,512,492,1,3,4,19,1,8,4,6,48,52,3,3,0.89,1.5,3,13,1,6,1,7,5,0,,
1052256,2023-08-19,135,495,502,1,4,4,9,2,5,3,4,32,68,2,3,0.21,0.99,4,5,0,4,0,2,1,1,,
1052257,2023-08-19,135,505,1579,2,0,22,12,3,2,8,3,48,52,1,1,2.69,0.78,14,7,8,5,7,4,2,1,,
1035047,2023-08-20,39,66,45,4,0,13,9,7,2,7,6,60,40,3,4,3.0,0.63,9,6,4,3,2,4,2,3,,
1035055,2023-08-20,39,48,49,3,1,12,17,6,4,3,9,24,76,5,3,1.8,2.49,7,11,5,6,3,4,3,3,,
1037963,2023-08-20,140,529,724,2,0,24,10,10,1,10,2,75,25,4,3,3.48,1.15,19,10,5,0,8,2,1,8,,
1037968,2023-08-20,140,543,530,0,0,14,5,0,1,2,7,53,47,2,1,0.74,0.4,10,4,4,1,6,2,1,0,,
1037970,2023-08-20,140,547,546,3,0,7,9,6,2,3,2,65,35,2,5,1.42,0.7,5,5,2,4,1,1,2,3,,
1048883,2023-08-20,78,182,164,4,1,11,10,6,3,3,1,46,54,1,5,1.91,2.3,9,9,2,1,1,4,3,2,,
1048885,2023-08-20,78,169,181,1,0,9,10,3,2,7,3,61,39,2,3,1.51,0.54,7,6,2,4,1,3,2,2,,
1052258,2023-08-20,135,867,487,2,1,23,10,7,4,5,2,48,52,3,2,1.47,1.61,13,6,10,4,8,3,3,5,,
1052259,2023-08-20,135,497,514,2,2,13,3,3,2,9,1,60,40,0,4,1.9,0.14,9,2,4,1,3,0,0,1,,
1052260,2023-08-20,135,488,499,0,2,11,16,3,6,7,7,50,50,0,0,0.44,1.32,4,10,7,6,4,2,2,3,,
1052262,2023-08-20,135,494,496,0,3,18,9,5,4,7,3,48,52,1,3,1.0,1.85,6,6,12,3,7,2,1,5,,
1035048,2023-08-21,39,52,42,0,1,14,14,2,3,1,8,47,53,2,4,1.01,2.02,10,11,4,3,7,4,2,2,,
1037965,2023-08-21,140,715,728,0,2,14,17,7,9,5,6,49,51,3,1,1.19,2.14,10,11,4,6,2,2,7,7,,
1037966,2023-08-21,140,542,536,4,3,14,12,7,2,4,4,33,67,1,2,1.85,0.64,10,3,4,9,0,6,0,3,,
1052253,2023-08-21,135,500,489,0,2,17,9,5,6,3,6,53,47,2,2,1.06,0.9,13,6,4,3,5,2,3,5,,
1052261,2023-08-21,135,503,490,0,0,11,8,2,2,8,3,57,43,1,1,0.96,0.39,7,4,4,4,3,1,2,2,,
1035062,2023-08-25,39,49,1359,3,0,19,11,8,1,6,4,67,33,2,3,2.27,0.44,16,7,3,4,5,5,1,5,,
1037973,2023-08-25,140,538,541,0,1,13,10,4,3,3,5,37,63,2,3,1.24,1.36,10,6,3,4,3,2,2,4,,
1037975,2023-08-25,140,534,548,0,0,11,8,5,1,5,7,52,48,1,4,0.91,1.0,6,7,5,1,3,3,1,5,,
1048891,2023-08-25,78,173,172,5,1,20,9,11,4,4,4,54,46,1,1,1.76,1.13,11,5,9,4,3,1,2,6,,
1035057,2023-08-26,39,35,47,0,2,11,17,3,6,6,2,43,57,1,3,0.67,2.06,6,12,5,5,3,4,4,3,,
1035058,2023-08-26,39,42,36,2,2,19,8,11,3,8,3,71,29,0,7,3.2,0.56,16,6,3,2,3,2,1,8,,
1035059,2023-08-26,39,55,52,1,1,12,15,1,5,8,6,60,40,0,0,0.97,0.8,10,10,2,5,7,6,4,0,,
1035060,2023-08-26,39,51,48,1,3,25,12,10,7,17,4,78,22,1,3,1.48,3.23,13,10,12,2,10,1,4,9,,
1035063,2023-08-26,39,45,39,0,1,15,11,7,2,7,0,47,53,3,4,1.34,1.08,11,7,4,4,2,4,2,7,,
1035064,2023-08-26,39,33,65,3,2,18,9,9,4,11,3,66,34,4,5,2.83,1.21,7,7,11,2,4,2,2,7,,
1037974,2023-08-26,140,715,798,3,2,10,10,4,5,5,3,53,47,2,7,1.43,2.62,6,10,4,0,3,1,3,1,,
1037976,2023-08-26,140,724,723,1,1,11,5,3,2,7,3,52,48,1,6,1.58,0.26,7,3,4,2,4,1,1,2,,
1037979,2023-08-26,140,536,547,1,2,21,8,4,3,6,6,51,49,2,1,1.47,1.38,13,6,8,2,4,0,1,4,,
1048892,2023-08-26,78,160,162,1,0,23,15,7,2,5,5,49,51,2,2,2.41,1.06,15,6,8,9,8,3,1,6,,
1048894,2023-08-26,78,163,168,0,3,12,24,2,11,5,8,40,60,2,3,1.25,2.73,8,18,4,6,2,7,8,2,,
1048895,2023-08-26,78,192,161,1,2,13,9,2,6,6,1,49,51,1,5,0.82,2.49,6,7,7,2,1,0,4,1,,
1048896,2023-08-26,78,176,165,1,1,20,14,7,3,5,4,34,66,2,1,0.98,1.33,13,9,7,5,5,1,2,6,,
1048897,2023-08-26,78,180,167,2,3,20,16,9,6,10,6,37,63,1,5,2.56,2.99,13,10,7,6,5,4,3,6,,
1048898,2023-08-26,78,181,182,1,4,21,13,6,6,3,5,74,26,2,3,2.27,1.74,17,8,4,5,3,3,2,5,,
1052265,2023-08-26,135,512,499,2,1,13,18,5,6,3,7,37,63,1,2,0.72,1.65,7,12,6,6,4,4,5,3,,
1052266,2023-08-26,135,504,497,2,1,5,23,3,7,1,12,28,72,2,3,0.75,1.56,4,14,1,9,1,4,6,1,,
1052269,2023-08-26,135,489,503,4,1,17,8,7,1,2,1,59,41,2,3,3.04,0.48,10,3,7,5,2,1,0,3,,
1052270,2023-08-26,135,1579,511,2,0,20,18,5,6,6,5,54,46,1,2,1.99,0.97,11,12,9,6,6,4,6,3,,
1035061,2023-08-27,39,44,66,1,3,9,16,2,6,4,6,57,43,2,0,0.73,2.7,6,12,3,4,1,6,3,1,,
1035065,2023-08-27,39,34,40,1,2,23,9,8,4,5,9,60,40,1,3,1.99,0.88,14,6,9,3,4,2,2,7,,
1035066,2023-08-27,39,62,50,1,2,6,30,2,9,1,12,21,79,4,0,0.67,3.6,4,20,2,10,0,8,7,0,,
1037972,2023-08-27,140,531,543,4,2,14,9,6,4,5,3,47,53,4,2,2.87,0.44,10,6,4,3,3,2,3,2,,
1037978,2023-08-27,140,533,529,3,4,13,21,6,11,2,6,39,61,3,3,1.86,3.07,10,15,3,6,4,6,7,3,,
1037980,2023-08-27,140,532,727,1,2,16,7,4,2,6,3,65,35,3,4,1.69,1.23,10,6,6,1,2,2,0,3,,
1048890,2023-08-27,78,157,170,3,1,19,10,5,2,10,4,61,39,1,2,2.9,0.66,9,4,10,6,7,2,1,4,,
1048893,2023-08-27,78,164,169,1,1,12,7,6,1,5,4,40,60,3,5,1.06,0.93,7,5,5,2,2,2,0,5,,
1052264,2023-08-27,135,502,867,2,2,10,6,4,2,3,3,60,40,1,3,1.35,0.26,9,1,1,5,2,3,0,2,,
1052267,2023-08-27,135,496,500,1,1,14,10,3,4,6,2,58,42,2,1,0.83,0.5,8,4,6,6,4,2,3,2,,
1052268,2023-08-27,135,487,495,0,1,16,5,2,3,15,1,70,30,4,2,1.45,0.56,10,3,6,2,5,1,2,2,,
1052271,2023-08-27,135,492,488,2,0,25,6,5,1,12,4,67,33,0,2,3.54,0.17,20,1,5,5,8,2,1,3,,
1037977,2023-08-28,140,728,530,0,7,12,17,3,10,8,3,56,44,4,3,0.56,3.45,7,14,5,3,2,3,3,3,,
1037981,2023-08-28,140,546,542,1,0,15,16,4,2,4,5,47,53,1,2,2.26,0.69,14,9,1,7,2,5,1,3,,
1052263,2023-08-28,135,490,505,0,2,12,17,2,3,4,7,33,67,1,1,0.66,0.92,8,13,4,4,6,5,1,2,,
1052272,2023-08-28,135,514,494,1,1,9,14,4,6,7,5,56,44,4,4,0.5,0.8,3,7,6,7,1,4,7,3,,
1035074,2023-09-01,39,1359,48,1,2,16,9,1,3,9,6,39,61,1,1,1.47,1.03,13,6,3,3,5,2,1,0,,
1037982,2023-09-01,140,723,538,2,3,16,14,5,8,6,5,63,37,1,1,2.98,1.54,11,12,5,2,3,2,4,3,,
1037985,2023-09-01,140,724,533,3,1,18,7,4,3,7,3,42,58,5,5,2.09,0.32,9,4,9,3,8,2,2,1,,
1048899,2023-09-01,78,165,180,2,2,19,14,8,6,3,6,63,37,3,3,3.36,2.15,13,9,6,5,2,3,4,7,,
1052279,2023-09-01,135,497,489,1,2,13,9,2,4,3,5,43,57,2,5,0.71,1.66,5,9,8,0,4,4,2,1,,
1052280,2023-09-01,135,488,504,3,1,16,11,7,3,10,1,47,53,1,3,1.72,0.63,11,7,5,4,5,0,2,4,,
1035068,2023-09-02,39,55,35,2,2,21,12,7,5,5,2,61,39,1,2,2.91,2.09,16,10,5,2,3,2,3,6,,
1035069,2023-09-02,39,51,34,3,1,15,9,6,2,5,3,56,44,4,4,1.3,1.23,9,7,6,2,4,3,2,4,,
1035070,2023-09-02,39,44,47,2,5,16,21,4,11,7,4,46,54,4,3,1.36,2.28,8,11,8,10,6,7,6,3,,
1035071,2023-09-02,39,49,65,0,1,21,7,2,3,7,0,76,24,3,4,2.3,0.76,11,4,10,3,13,0,2,2,,
1035075,2023-09-02,39,50,36,5,1,7,6,5,4,4,5,68,32,2,4,2.26,1.45,7,5,0,1,1,1,3,0,,
1035076,2023-09-02,39,62,45,2,2,13,16,8,6,4,6,45,55,1,2,1.19,2.59,11,10,2,6,1,7,4,6,,
1037984,2023-09-02,140,543,728,1,0,14,15,5,6,2,3,56,44,3,5,1.07,1.43,10,9,4,6,2,5,6,5,,
1037987,2023-09-02,140,542,532,1,0,7,9,1,4,1,2,39,61,4,2,1.3,0.76,7,5,0,4,2,2,4,1,,
1037990,2023-09-02,140,541,546,2,1,26,6,12,2,11,1,76,24,2,6,2.79,0.39,17,3,9,3,5,2,1,10,,
1037991,2023-09-02,140,548,715,5,3,15,8,6,5,2,5,62,38,1,5,2.32,0.75,7,5,8,3,2,2,3,2,,
1048901,2023-09-02,78,168,181,5,1,25,5,13,1,4,2,72,28,3,2,2.83,0.36,15,3,10,2,7,4,0,8,,
1048903,2023-09-02,78,163,157,1,2,7,25,3,8,1,15,35,65,0,2,0.35,2.37,3,18,4,7,0,10,5,2,,
1048904,2023-09-02,78,167,161,3,1,10,13,5,7,3,3,39,61,2,2,1.72,1.23,6,8,4,5,1,2,6,2,,
1048905,2023-09-02,78,162,164,4,0,13,13,6,3,1,7,46,54,2,2,2.74,0.55,11,8,2,5,2,3,3,2,,
1048906,2023-09-02,78,170,176,2,2,11,21,4,8,3,5,37,63,2,2,2.34,1.6,8,12,3,9,1,9,6,2,,
1048907,2023-09-02,78,172,160,5,0,13,13,6,7,2,4,48,52,1,1,1.74,1.05,8,10,5,3,0,3,7,1,,
1052273,2023-09-02,135,499,1579,3,0,18,8,8,2,7,3,41,59,0,3,1.26,0.36,11,5,7,3,5,1,2,5,,
1052274,2023-09-02,135,500,490,2,1,16,7,7,1,5,2,72,28,1,2,2.32,0.47,11,3,5,4,3,1,0,5,,
1052278,2023-09-02,135,492,487,1,2,22,6,4,2,7,2,61,39,0,2,1.29,0.64,13,5,9,1,10,1,0,3,,
1052282,2023-09-02,135,494,512,0,0,12,12,6,2,3,5,47,53,2,2,1.52,1.69,7,10,5,2,2,4,1,6,,
1035067,2023-09-03,39,42,33,3,1,17,10,5,2,12,3,55,45,2,3,2.27,0.94,12,7,5,3,8,7,1,2,,
1035072,2023-09-03,39,52,39,3,2,16,12,11,4,4,2,43,57,1,3,2.11,1.18,14,9,2,3,1,2,2,7,,
1035073,2023-09-03,39,40,66,3,0,17,9,4,3,7,3,64,36,0,1,2.47,0.66,11,9,6,0,3,0,3,2,,
1037986,2023-09-03,140,547,534,1,0,11,10,6,5,3,5,46,54,3,3,1.03,1.06,7,6,4,4,1,4,5,5,,
1037988,2023-09-03,140,798,531,0,0,8,11,2,3,3,5,33,67,0,1,0.38,0.62,5,8,3,3,4,4,3,1,,
1037989,2023-09-03,140,727,529,1,2,11,9,3,4,8,5,30,70,2,3,0.77,2.0,7,7,4,2,6,2,2,2,,
1048900,2023-09-03,78,182,173,0,3,3,14,1,7,3,7,35,65,4,1,0.13,1.12,1,7,2,7,1,3,4,1,,
1048902,2023-09-03,78,169,192,1,1,13,7,3,2,8,1,65,35,1,3,1.35,0.91,11,3,2,4,8,1,1,1,,
1052275,2023-09-03,135,511,496,0,2,7,18,0,5,3,7,50,50,3,3,0.34,2.69,2,13,5,5,2,7,3,0,,
1052276,2023-09-03,135,505,502,4,0,21,6,11,2,1,1,40,60,1,1,3.73,0.38,16,3,5,3,2,3,2,7,,
1052277,2023-09-03,135,867,514,2,0,20,11,6,4,6,5,45,55,3,3,1.8,1.05,11,5,9,6,10,1,4,4,,
1052281,2023-09-03,135,503,495,1,0,10,7,3,2,4,0,63,37,2,5,0.44,0.18,4,1,6,6,2,2,2,2,,
1038001,2023-09-15,140,728,542,2,0,20,9,11,1,5,3,52,48,2,3,2.58,0.67,13,7,7,2,3,3,1,9,,
1048908,2023-09-15,78,157,168,2,2,16,13,9,5,7,4,52,48,0,3,2.1,2.06,12,9,4,4,3,3,3,7,,
1035078,2023-09-16,39,66,52,3,1,16,6,5,3,4,2,67,33,5,3,3.21,1.17,12,4,4,2,6,1,2,2,,
1035080,2023-09-16,39,36,1359,1,0,13,7,2,2,6,2,78,22,2,2,0.96,1.1,6,7,7,0,6,1,2,1,,
1035081,2023-09-16,39,33,51,1,3,14,10,4,8,8,1,44,56,2,2,0.96,1.7,8,7,6,3,6,0,5,3,,
1035082,2023-09-16,39,34,55,1,0,9,11,2,2,8,3,56,44,3,5,1.44,0.5,5,8,4,3,2,5,2,1,,
1035084,2023-09-16,39,47,62,2,1,28,7,10,5,15,2,70,30,6,8,2.12,0.66,19,6,9,1,9,1,4,8,,
1035085,2023-09-16,39,48,50,1,3,6,29,3,15,4,11,32,68,3,2,0.94,3.63,5,18,1,11,1,9,10,2,,
1035086,2023-09-16,39,39,40,1,3,11,16,2,6,4,4,34,66,1,3,0.63,2.52,7,11,4,5,2,3,3,1,,
1037992,2023-09-16,140,531,724,3,0,20,5,9,4,5,4,66,34,1,4,2.87,0.29,15,2,5,3,2,1,4,5,,
1037993,2023-09-16,140,529,543,5,0,17,11,9,2,9,5,66,34,1,2,2.42,0.85,10,6,7,5,2,1,2,4,,
1037994,2023-09-16,140,538,798,0,1,16,7,4,4,10,1,61,39,1,3,1.35,0.78,12,5,4,2,3,0,2,4,,
1037998,2023-09-16,140,532,530,3,0,12,11,8,3,5,8,37,63,1,5,1.84,0.75,8,7,4,4,3,4,3,5,,
1048909,2023-09-16,78,173,170,3,0,9,16,6,5,1,6,54,46,0,0,1.08,1.69,7,10,2,6,2,5,5,3,,
1048910,2023-09-16,78,160,165,2,4,15,15,4,7,6,8,49,51,3,3,1.05,2.35,10,12,5,3,5,3,3,2,,
1048911,2023-09-16,78,161,182,2,1,8,19,3,6,3,7,43,57,1,0,0.36,1.19,3,15,5,4,2,2,5,1,,
1048912,2023-09-16,78,164,172,1,3,15,15,3,6,6,4,39,61,1,2,0.97,1.56,11,9,4,6,6,4,3,2,,
1048913,2023-09-16,78,192,167,1,3,18,13,7,5,13,4,56,44,5,4,1.0,1.04,12,6,6,7,5,2,2,5,,
1048914,2023-09-16,78,176,169,1,1,22,8,7,6,8,2,49,51,3,2,2.05,0.61,10,7,12,1,4,1,5,7,,
1052286,2023-09-16,135,495,492,2,2,8,12,3,4,3,1,34,66,3,2,1.2,0.95,5,7,3,5,1,5,2,1,,
1052288,2023-09-16,135,505,489,5,1,14,9,7,2,5,0,40,60,2,2,2.65,1.06,12,5,2,4,4,3,1,2,,
1052289,2023-09-16,135,496,487,3,1,17,16,7,5,7,9,36,64,5,1,2.39,0.57,13,8,4,8,1,6,5,4,,
1035077,2023-09-17,39,35,49,0,0,13,14,4,6,1,7,35,65,1,5,1.04,1.85,9,9,4,5,6,2,6,4,,
1035079,2023-09-17,39,45,42,0,1,8,13,1,4,1,11,26,74,1,1,0.34,1.02,4,9,4,4,4,6,3,1,,
1037995,2023-09-17,140,546,727,3,2,11,8,6,3,6,3,45,55,7,2,0.5,1.13,10,4,1,4,3,0,1,3,,
1037996,2023-09-17,140,541,548,2,1,17,15,8,5,4,3,51,49,3,2,2.05,1.66,11,8,6,7,4,4,4,6,,
1037997,2023-09-17,140,533,723,2,1,10,17,4,7,6,6,63,37,2,3,0.9,1.51,9,10,1,7,4,2,6,2,,
1038000,2023-09-17,140,536,534,1,0,26,14,9,2,7,3,44,56,3,5,1.75,1.06,16,5,10,9,7,4,2,8,,
1048915,2023-09-17,78,180,162,4,2,18,11,5,4,10,1,41,59,1,1,2.34,3.09,12,9,6,2,5,2,2,1,,
1048916,2023-09-17,78,181,163,3,3,15,22,8,10,6,6,36,64,2,1,1.23,3.88,7,16,8,6,3,3,7,5,,
1052283,2023-09-17,135,490,494,0,0,10,11,1,1,4,6,44,56,3,1,1.59,0.75,8,10,2,1,2,1,1,1,,
1052284,2023-09-17,135,502,499,3,2,15,11,8,4,3,4,57,43,1,2,1.12,0.7,9,8,6,3,3,3,2,5,,
1052285,2023-09-17,135,512,488,4,2,16,18,6,7,5,6,55,45,4,2,2.83,1.26,11,12,5,6,2,6,5,2,,
1052290,2023-09-17,135,1579,867,1,1,25,4,6,3,10,1,61,39,7,2,2.18,0.89,17,3,8,1,7,0,2,4,,
1052291,2023-09-17,135,497,511,7,0,14,8,9,2,2,6,53,47,2,2,2.4,0.24,8,2,6,6,2,2,2,3,,
1035083,2023-09-18,39,65,44,1,1,14,10,4,3,5,4,46,54,2,4,0.71,0.55,6,5,8,5,5,3,2,3,,
1037999,2023-09-18,140,715,547,2,4,12,13,5,7,4,5,42,58,3,3,1.62,2.77,8,7,4,6,2,4,3,3,,
1052287,2023-09-18,135,504,500,0,0,9,11,1,4,3,4,39,61,4,2,0.42,0.62,5,5,4,6,3,2,4,1,,
1052292,2023-09-18,135,514,503,0,3,14,11,4,3,1,2,56,44,2,2,0.7,1.83,8,7,6,4,2,5,0,4,,
1038009,2023-09-22,140,542,531,0,2,15,11,5,3,3,4,43,57,2,2,1.15,1.73,11,8,4,3,4,2,1,5,,
1048925,2023-09-22,78,172,181,3,1,18,4,11,0,5,4,58,42,1,6,2.47,0.16,13,2,5,2,2,1,1,8,,
1052297,2023-09-22,135,867,495,1,0,18,8,3,1,4,3,56,44,1,4,0.9,0.32,5,5,13,3,5,2,1,2,,
1052299,2023-09-22,135,514,512,1,1,19,9,6,3,8,6,49,51,2,2,1.16,0.76,13,5,6,4,5,2,2,5,,
1035088,2023-09-23,39,55,45,1,3,12,18,2,6,1,4,57,43,2,2,1.03,1.9,8,12,4,6,4,1,3,1,,
1035090,2023-09-23,39,44,33,0,1,12,11,4,4,9,5,62,38,1,2,1.09,0.97,8,8,4,3,3,5,3,4,,
1035092,2023-09-23,39,52,36,0,0,7,10,3,5,3,2,51,49,3,2,0.3,0.59,4,5,3,5,2,2,5,3,,
1035094,2023-09-23,39,1359,39,1,1,20,3,4,3,10,1,56,44,0,3,2.17,0.59,15,3,5,0,9,0,2,3,,
1035095,2023-09-23,39,50,65,2,0,7,10,4,3,6,6,57,43,4,7,1.33,1.03,4,5,3,5,2,4,3,2,,
1038002,2023-09-23,140,723,532,2,2,17,7,10,5,7,3,61,39,4,2,2.67,0.76,13,5,4,2,2,1,3,8,,
1038004,2023-09-23,140,529,538,3,2,15,13,6,7,2,3,74,26,2,1,1.59,1.54,7,12,8,1,3,2,5,3,,
1038006,2023-09-23,140,547,798,5,3,23,15,10,5,6,5,56,44,1,5,3.22,1.79,16,10,7,5,3,5,2,4,,
1038007,2023-09-23,140,727,536,0,0,16,15,2,3,7,4,44,56,2,3,1.42,0.77,13,8,3,7,7,2,3,2,,
1048917,2023-09-23,78,157,176,7,0,26,4,15,1,8,1,61,39,0,1,5.05,0.14,21,0,5,4,4,1,1,8,,
1048918,2023-09-23,78,165,161,1,0,18,7,4,1,5,3,64,36,0,1,1.67,0.53,10,3,8,4,4,2,1,3,,
1048919,2023-09-23,78,182,167,0,2,22,11,6,3,11,6,56,44,1,3,1.62,1.97,16,6,6,5,7,5,1,5,,
1048922,2023-09-23,78,163,173,0,1,14,8,1,4,11,6,45,55,1,1,0.8,0.72,8,6,6,2,4,4,3,1,,
1048923,2023-09-23,78,162,192,2,1,17,14,6,5,9,8,48,52,2,1,2.14,1.39,12,10,5,4,5,4,3,4,,
1048924,2023-09-23,78,170,164,2,1,5,12,3,3,3,4,41,59,3,3,0.75,0.48,2,8,3,4,1,5,2,1,,
1052296,2023-09-23,135,487,1579,1,1,8,16,1,4,1,3,49,51,2,2,1.04,1.19,4,8,4,8,3,2,3,0,,
1052298,2023-09-23,135,489,504,1,0,9,10,4,2,2,3,54,46,4,2,0.93,0.62,8,6,1,4,3,3,2,3,,
1052300,2023-09-23,135,488,496,4,2,18,15,7,2,6,3,43,57,4,2,1.6,1.16,9,10,9,5,4,3,1,4,,
1035087,2023-09-24,39,42,47,2,2,13,13,6,5,11,4,47,53,3,4,2.03,1.46,8,9,5,4,3,4,3,4,,
1035089,2023-09-24,39,51,35,3,1,13,12,4,4,4,4,62,38,3,3,1.85,1.14,8,8,5,4,6,4,2,2,,
1035091,2023-09-24,39,49,66,0,1,10,15,4,7,5,11,53,47,3,3,1.33,1.07,7,10,3,5,4,5,6,4,,
1035093,2023-09-24,39,40,48,3,1,22,11,7,4,7,4,64,36,0,2,3.03,1.1,14,9,8,2,7,3,3,4,,
1035096,2023-09-24,39,62,34,0,8,9,22,1,15,2,5,42,58,4,0,0.94,3.92,7,17,2,5,4,4,7,1,,
